Restaurant,Customer,Date,Rating,Review
El Sharkawy,هناء ا***,08 September 2020,Good,كويس
El Sharkawy,Jasmine J***,08 September 2020,Good,الاوردر كان ناقص لتر بيبيسي هو جاب السندوتشات فقط مع اني حاسبته علي كل الاورد بما فيه البيبسي ولما مشي اكتشفت انه مفيش بيبسي مع الاوردر
El Sharkawy,Noor D***,03 September 2020,OK,مبعتوش البيبسي و كلمتهم مرتين برضو مبعتهوش و دافعة حسابه
Baladyat,Muhammad J***,06 February 2024,OK,"I am very very displeased, this is not right, you cheat me. أنا غير سعيد جدا بك يا تالابات، لقد وضعت طلبا خاطئا. الخبز سيء والدجاج محترق، لن أستخدم هذا التطبيق مرة أخرى"
Baladyat,osama a***,06 February 2024,Amazing,روعة!!
Baladyat,Iman N***,17 January 2024,Amazing,احنا بقالنا اسبوع كل يوم بنطلبه في الشغل
Brooklyn Cafe intl,Dr Omar K***,12 July 2023,Good,طلبت جوانح بالباربيكيوه، جميلة١٠/١٠، لكن الفيلي تشيز لا انصح به ، اللحمة بتشد والجبنة صوص شيدر عادي
Brooklyn Cafe intl,Amr N***,06 May 2023,Amazing,اول مرة اطلب من المكان بس تجربه هايله و الأكل طعمه لذيذ جدا و فريش 😋😋😋 So good 👍
Brooklyn Cafe intl,Abdo K***,22 March 2023,Amazing,الاكل كان جميل جدا جدا
Bon Appetit,Reem H***,15 January 2024,OK,بتاع الدليفيري كلمني ٣-٤ مرات عشان يوصل ، في النص كان قالي ان انا قولت له اني ساكنة في مينا ريسيدنز
Bon Appetit,المستشار محمد ع***,07 January 2024,OK,لم يتم التواصل من المطعم حتى الان على الرغم من وعد خدمة الدعم الفني بأن المطعم سيتواصل لتدارك الخطأ
Bon Appetit,Noor E***,26 November 2023,Good,بطاطس بايته
Bon Appetit,Muhammed O***,26 November 2023,OK,الاوردر جاي علي عنوان غلط ومتأخر ساعتين ومزيت وطعمه وحش جداً مش هطلب منهم تاني مستواهم بقي سئ الاوردر جاي علي عنوان غلط ومتأخر ساعتين ومزيت وطعمه وحش جداً مش هطلب منهم تاني مستواهم بقي سئ
Bon Appetit,ahmad y***,27 October 2023,Good,السندوتش جاى بارد جدا
Bon Appetit,Mohamed I***,11 October 2023,Very good,السلطه اليونانيه اللي جت كانت سلطه عاديه وليست المطلوبه .. رجاء اعاده الفرق
Bon Appetit,Post HalalIsm H***,07 September 2023,OK,الأكل طعمه وحش جدا والبطاطس بايته بجد اول وآخر مره اطلب منهم ده غير المندوب اللي رمى الأكل برا ومشي
Bon Appetit,Nicolas P***,29 June 2023,Very good,صوص قليل قوي في الشامپيون ساندويتش. شيش طاووق ساندويتش كان حلو.
Bon Appetit,Shahira F***,26 June 2023,Good,المندوب ترك الاوردر مع امن العمارة ولم يتصل بالتليفون ولا بالانتركوم والطلب فضل عند الامن !
Bon Appetit,mohamed e***,19 March 2023,OK,الكل جاي متأخر و بارد و صوص الشامبيون قليل جدا دة غير ان الاحجام صغرت مع ان السعر زاد جدا
Bon Appetit,Suzane G***,22 February 2023,Good,الخص كان بايظ والعيش وحش لدرجه ان كانه مبلول وغير كدا في شعره في السلطه
Bon Appetit,Mohamed E***,09 February 2023,OK,سيء للغاية. اخر مرة اطلب من عندهم
Bon Appetit,First Name L***,29 January 2023,Amazing,بون ابيتي ميه ميه انا TBS التجمع ومصر الجديده ومدينه نصر بجد والله العظيم اصبحوا شغل زي الزفت اخظروا من TBS قسما بالله بقي اخر هبل
Bon Appetit,اميرة ش***,19 January 2023,Good,العيش كان سيء جدا بايت ومفرول غير المتعودين عليه من بون ابيتيه
Bon Appetit,BAsma M***,07 September 2022,Good,الاكل كان بارد بالرغم من اني كتبت commented و المطعم مش بعيد عني
Bon Appetit,Ahmed Tarek ***,31 August 2022,OK,دفعت زياده لاضافه شيدر و اتخصم وًمجاش مع الاوردر العيش جاي مفرول و سيء للاسف الفراخ غير مطهيه جيدا
Bon Appetit,Sherien h***,10 February 2022,Amazing,ممتاز
Apron,Sally S***,22 December 2022,Very good,كميات قليلة ومش مخدومة مع ان السعر عالى مفروض الجودة تكون احسن من كده بكتير
Apron,Radwa A***,21 March 2022,Good,التغليف سيء
Apron,Mohamed H***,20 March 2022,OK,البطاطس كانت نيه في الجراتان ، و دي مش الوصفة خالص ، https://youtu.be/s6qiqCdxgY0 دي الوصفة
Apron,Mai A***,17 January 2022,OK,الوردر وصل غلط ودي مش اول مره ومفيش حد بيهتم بالشكاوي نهائيا
Apron,Mai A***,14 December 2021,Amazing,اتمني الاستمرار
Apron,Moh M***,28 November 2021,Good,كميات الاكل قليلة جدا بالنسبة للسعر
Apron,Hassan A***,26 November 2021,OK,الاكل وصل بارد جدا ومقلوب في الكيس
Apron,Sally S***,17 October 2021,OK,الاكل مكنش مستوى كويس (الفراخ كانت نيه) و كميات قليلة
Go Crepe,Ahmed A***,Today,Very good,الكريبات في تحسن بصراحة. يا رب نستمر على كده
Go Crepe,mostafa A***,04 February 2024,OK,تم تاخير الطلب عن المعاد المحدد مايزيد عن الساعة
Go Crepe,Youmna W***,18 January 2024,OK,حقيقي اكتر كريب وحش اكلته في حياتي مجلد و ناشف حقيقي غير مقبول بالمرة
Go Crepe,Samaar H***,06 January 2024,OK,أسوأ اكل وعدم اهتمام بالاوردر ده غير التأخير ساعة الكريب بارد وسئ جدا
Go Crepe,Youssef M***,04 January 2024,OK,أسوأ حاجة تتاكل بعد مال اليتيم
Go Crepe,Ahmed G***,28 December 2023,Good,دخلت المستشفي بسبب الاكل بتاعكم منكم لله وحسبي الله ونعم الوكيل قيكم
Go Crepe,Nermeen M***,24 December 2023,OK,حار وانا طالباه غير حار
Go Crepe,Youssef A***,24 December 2023,OK,الاوردر مجاش السائق مجابش الاوردر
Go Crepe,febronia w***,19 December 2023,OK,أسوء crepe اكله فى حياتى 🤢
Go Crepe,Mahmoud I***,09 December 2023,OK,لو باكل مال اليتيم طعمه هيبقى ارحم
Go Crepe,علي ا***,09 December 2023,Very good,كمبات الجبنه كبيره جدا والكريب عباره عن جبنه بدون نكهه
Go Crepe,احمد ا***,05 December 2023,OK,الاورد تأخر لمدة ساعتين و دا كان غير لائق بالمرة و تم التحدث لخدمة العملاء مرتين ولكن دون جدوى و عدم الاعتذار عن المشكلة بالطريقة المناسبة جعلني مستاء من تلك مشكلة يبدو للاسف ان خدمة طلبات باتت تتدهور و ذا أمر محزن
Go Crepe,We G***,02 December 2023,OK,لم يتم توصيل الطلب
Go Crepe,Mai E***,27 November 2023,Good,الصوص قليل جدا شبه مش موجود و الكريب طعمه و تسويته و حشه ❌❌❌
Go Crepe,Mohamed F***,25 November 2023,OK,حصلي تسمم بسببه ، انا استلمت الأودر من الساعة ٩:٣٠ بليل ودلوقتي الساعة ٢:٤٥فجرا وعمال ارجع اي حاجة
Go Crepe,Mahmoud I***,18 September 2023,Good,لو اكلت مال اليتيم مش هيوجع بطني كدا
Go Crepe,haya L***,08 September 2023,Good,الستربس كانت محروقة و لونها اسود و باين انها مقلية اكثر من مرة . و الفلفل مش متضاف للكريب !!
Go Crepe,Mayar M***,01 June 2023,OK,الاكل واجعلى بطنى و عاملة ارجع من امبارح للنهاردة اخر تعامل مع المطعم و مع الابليكشين
Go Crepe,ahmad k***,21 May 2023,Good,الاكل جودته وحشه غير طعمه و جالي منه تسمم
Go Crepe,Karim a***,19 May 2023,OK,اسوء كريب فى الدنيا.. بجد الحشو مش حلو خالص انا طلبت كريب المفروض يكون برجر وسجق وسجق مفروم لكن الى وصل برجر وعليه سوسيس وطعمه ردىء جداا وبسببه رجعت وبطنى وجعتنى من وقتها.. دا غير ان الكريب ناشف من الاطراف جدا.. بجد تجربه سيئه ومش هتتكرر وللاسف انا كنت بطلب الساعه 3 باليل ومكنش قدامى غيره ووصل بعد 4
Go Crepe,Abo F***,14 May 2023,OK,سئ للغايه
Go Crepe,Hazem D***,11 May 2023,Good,إهمال الاضافه وضع مكونات مختلفه
Go Crepe,Mohamed Khaled ***,01 April 2023,OK,الاكل شبه بايظ حرام يندفع فلوس وناس تطلب من المطعم ده مفروض يتققل والله بطني ببتقطع والله !!! خدمه سيئ جدا وقعد اكتر من ساعتين ووجعلي بطني الاكل بايظ
Go Crepe,Yehia S***,20 February 2023,OK,الأوردر ناقص
Go Crepe,Amr B***,17 February 2023,OK,تجربة سيئة جدا الاكل مش فريش وكله معجن ده غير ان بتواصل مع الكول سنتر مفيش تواصل خالص تجربة سيئة جدا
Go Crepe,maha g***,04 February 2023,Good,طلبت الكريب يكون فيه سموكد تركي واتحسب في الاوردر وماجاش
Go Crepe,Omar M***,04 February 2023,OK,اسوء كريب ممكن تاكله في حياتك و كمان بيتأخر
Go Crepe,Amr a***,23 January 2023,OK,الاكل وصل غير اللي انا طلبتو عشان الخصم كان كبير طلب حاجات رخيصة تانية غير اللي انا طلبتها والبيبسي كان ناقص والخدمة سيئة جدا
Go Crepe,Abdelrhman K***,20 January 2023,OK,السعر كان زياده 20 جنيه
Go Crepe,Menna n***,19 January 2023,Good,الدجاج ني تماما
Go Crepe,Sherif T***,15 January 2023,Good,الأكل مش احسن حاجة، طعم الفراخ الكرسي مش فراخ أوي، اكتر عجينة. الهوت دوج كان ظريف، هو أحلى حاجة في الأكل كلة، والكواليتي بتاع الجبنة كان فقير شوية وكان فيه لخبطة في الأوردر، وجالي حاجات غلط.
Go Crepe,Ramy M***,09 December 2022,OK,تجربة سيئة جدا. طعم وحش وناشف والتوصيل اتأخر اكثر من ساعتين على كريب نوتيلا 😞
Go Crepe,Abdulrahman S***,11 November 2022,Good,عنده سوء في ثبات الجوده و مش المكونات كانت موحوده رغم مكالمتي للفرع و التاكيد ان الاكل يكون فرش
Go Crepe,Karim G***,18 October 2022,OK,الاوردر وصل ناقص و كمان غلط
Go Crepe,Mostafa A***,01 October 2022,OK,الكريب كان في شعر ودود!؟ والطلب وصل بعد ساعتين
Go Crepe,Reem S***,27 September 2022,Good,كان وحش جدا والعجينة كانت نشفة والفراخ كان في واحد منهم عامله فيه زي العجينه والحلو كان العجينه حجر
Go Crepe,Rodina H***,20 September 2022,Very good,الاكل حلو بس بارد جدا والبطاطس طرية جدا ومش حلوة
Go Crepe,Mohamed M***,18 September 2022,OK,الاوردر اتاخر ساعه و نص و الاكل بارد جدا
Go Crepe,Omar A***,17 September 2022,OK,اسوأ كريب ممكن تاكله ... و نوعية الاكل سيئة و ممكن تجبلك تسمم
Go Crepe,lara h***,11 September 2022,OK,كريب جالي اكنه فاضي من جوه
Go Crepe,احمد آ***,12 August 2022,Good,( عيش الكريب نفسه مش حلو خالص ) انما الحشو كويس . ياريت التحسين من عمل عيش الكريب .
Go Crepe,Shahenda E***,28 July 2022,Good,الفراخ فاسدة
Go Crepe,zaya s***,22 July 2022,OK,طلبت بطاطس صغيرة جابوهالى كبيرة وطعمها قذر حرفيا والاكل جى ثلج اخر مرة اطلب
Go Crepe,haya L***,21 July 2022,OK,سيئ جدا المكونات وحشة جدا البانيه و الكرسبي لا يوجد فيهم حتى ١% من الفراخ دي عجينة
Go Crepe,Yahya Z***,20 July 2022,Amazing,مستواهم ثابت معقول
Go Crepe,بيهان ا***,03 July 2022,OK,كان هناك اختلاف في مبلغ التوصيل عن ماهو موجود في التطبيق وطلبوا زيادة ١٠ جنيه او الغاء الطلب والتخدث مع اخد موظفي التطبيق
Go Crepe,مهيب ا***,29 June 2022,OK,انا بقالي يومين عندي اسهال و مغص من ساعة ما اكلت الكريب السئ ده .. بجد اسوأ مطعم طلبت منه علي طلبات
Go Crepe,Wafi M***,18 June 2022,OK,الامل استغفر الله العظيم زفت وناشف ومالح جدا و وصل بعد ساعتين وبارد وسي جدا جدا تجربه زفت بصراحه ولن تتكرر
Go Crepe,Heidi M***,17 June 2022,OK,الاكل بشع و المكونات رخيصه و الفراخ بشعه و بطني اتقلبت و حاجه كده استغفار الله
Go Crepe,zaya s***,07 June 2022,Good,اتاخر والاكل جة بارد
Go Crepe,Hanan F***,03 June 2022,OK,الاوردر لم يأتي اصلا !!!!!!
Go Crepe,lara h***,29 May 2022,OK,استعملت الخصم ومتخصمش
Go Crepe,Rodaina A***,25 May 2022,OK,الاوردر مجاش لحد دلوقتيي و مديني انو وصل الاوردور و الوردر مجاش
Go Crepe,Habiba M***,24 May 2022,OK,وصل في ساعتين وليس ساخنًا
Go Crepe,Mai M***,20 May 2022,OK,تجربة سيئة
Go Crepe,Aya H***,18 May 2022,Amazing,الطلب لم يصل
Go Crepe,kara k***,17 May 2022,OK,اسوا مطعم في التاريخ والله
Go Crepe,Khulud q***,17 May 2022,OK,مش حلو
Go Crepe,Belal R***,12 May 2022,OK,الاكل جاي بارد جدا
Go Crepe,Mohamed S***,04 May 2022,OK,الاوردر جالي غلط 🙄🙄
Go Crepe,Ahmed E***,02 April 2022,OK,اتصلت بالمطعم الساعه اربعه و عشره قالي لاست أوردر و متعملش و مش جاي و كان قمه ف قله الزوق طالب الاوردر الساعه اتنين و نص و الاوردر اتقبل و كان بيجهز فجأه مبقاش بيتراك الاوردر و المكالمه الزفت دي و متسحرناش بسبب مطعم غير ملتزم و ابلكيشن مفيهوش متابعه للعميل عدله او خدمه عملاء
Go Crepe,rooh a***,19 March 2022,OK,الاكل وحش جدا جدا جدا و الفراخ اللي جوه الكريب وحشه جدا جدا و بايظه الاكل اترمي
Go Crepe,Abdullah A***,18 March 2022,OK,الاوردر وصل بعد ٣ ساعات
Go Crepe,Hany M***,11 March 2022,Good,الاكل كله كاتشب ومايونيز بكمية كبيره غيرت طعم كل الكريب
Go Crepe,Mahmoud M***,09 March 2022,Amazing,نسيوا يجيبوا صوص الرانش ، بس الكريب كان حلو ف عديتها
Munch & Shake,hossam m***,21 January 2024,OK,أوحش برجر أكلته في حياتي .. اللحمة بتشد وريحتها معفنة.
Munch & Shake,aser y***,19 January 2024,Good,لم يكن طازج على الاطلاق
Batates And Zalabya,Elisabeth A***,23 December 2023,Good,الصرصار مش هي الي انا طلبتها. والبطاطا قليلة في الجامبو
Batates And Zalabya,Alya M***,09 October 2023,Good,الزلابيا ناشفه اوي كإنها بايته
Cookievore,ALI A***,20 November 2023,Very good,واضح إن الحاجه بايته بقالها فترة
Zooba,Døu S***,26 January 2024,Good,عيش بايت / اوردر غير المطلوب / ساندونش سلطه من غير طعميه / اسلوب غير لائق / طلبات بقي اداره سيئه
Zooba,Bassem H***,16 December 2023,OK,ساندويتشات الفول كان فيهم طعم غريب .. رميتهم كلهم
Zooba,Bassem H***,14 December 2023,Good,الطعم كويس بس ساندويتشات الفول المرة دي كانت تقريبا فاضية .. بدون فول تقريبا
Zooba,Wafaa A***,10 December 2023,OK,انا جالى تسمم ...بعد تاخير ساعتين يا رتنى ما استلمتو
Zooba,Khaled A***,02 December 2023,OK,الاكل بارد وغلط وسيئ
Zooba,Maged Abou Gazalah k***,14 November 2023,OK,السندويشات وصلت بارده والعيش مش طازه ( بايت) والطعم وحش جدا جدا
Zooba,Omnia B***,07 May 2023,Good,حاجة معرفة صراحة- الاوردر وصلي ناقص وعملت refund رجعلي ٤ جنية على ساندوتش سعره اكتر من ١٦ جنية - كلمت حد مرتين في ال chat واخدة قفلت من غير ما تحل المشكلة والتاني قالي ال refund هيرجع خلال نص ساعة مرجعش - مكنش اوردر ده ومش عارفة افتح chat thread تاني اكلمكم فيه ولا لاقيه رقم تليفوني
Zooba,Bassem H***,06 February 2023,OK,طلبت وجبة ال meat balls .. جاتلي نية ومش مستوية من جوه
Zooba,Ahmed E***,04 November 2022,Good,السندوتشات وصلت جميعها باردة البطاطس كان مطلوب طحينة فقط ولكن تم اضافة سلطة عليه
Zooba,Mohamed H***,01 October 2022,OK,طالب ١٠ رغيف عيش وصل ٥ فقط الكميات قليلة جدا غير متناسبة مع السعر البطاطس و حشة اوي مش طازة و مسودة
Zooba,Alaa E***,14 August 2022,OK,كنت محاسبه فيزه واحد من البيت هيستلم واقال للبيستلم مش متحاسب عليه واحد فلوس اكتر من تكن الاوردر
Zooba,Mostafa S***,12 August 2022,OK,الفول كان حمضان ، و الحساب جه ازيد من اللي مكتوب في طلبات، و غير السندوتشات بمزاجه على حسب اللي موجو
Zooba,AHMED F***,06 August 2022,OK,الاكل سيئ و الفول فاسد و الزيت لونه اسود
Zooba,Noura M***,02 July 2022,OK,للاسف الاكل طعمه سيء و بارد جدااا و دو اول و اخر مره اطلب منكم
Zooba,Mahmoud O***,02 July 2022,OK,انا لسه كنت واكل في المطعم من اسبوعين كان الاكل جميل جدا ... قلت اجرب اطلبه دليفري تاني على امل يكون اتحسن ... الاكل كان سئ جدا جدا وجالي منتج ناقص وجالي اوردر غلط وحقيقي تجربة أسوأ ما يمكن. في كل الاصماف اللي جت.. بداية من طعمية مزيتة وبطاطس مزيتة وفول يوجع البطن وتقيل اوي وبيض عادي اوي كا طعم وكمية قليلة اوي اوي بالنسبة لسعره... كان نفسي اكتب Feedback حلو زي الزيارة في المطعم.. الديلفري مانصحش بيه تماما
Zooba,Meme R***,15 May 2022,OK,جميل
Zooba,Ahmed N***,29 April 2022,OK,الأكل غير جيد العيش بايت وفيه مطاعم كثير بتقدم تجربة أفضل بسعر أقل
Zooba,Rana M***,28 April 2022,Amazing,اتاخر جدا والساندويتشات كانت بردت واوردر كان غلط فيه
Zooba,Yehia N***,17 April 2022,OK,من اسوأ تجارب الاكل على الاطلاق الاوردر جه بعد ساعتين و بارد متلج و طعمو وحش جدا و جت حجات مطلبتهاش مكان حجات طلبتها و مجتش تجربة لن تتكرر و معرفش ازاى غالى كده عالفاضى
Zooba,Ahmad M***,03 April 2022,Good,الاكل كان وحش
Zooba,Momen H***,25 March 2022,Good,الاكل بااارد جدا والعيش قليل
Zooba,Bassem H***,17 March 2022,Good,طلبت كشري .. الطعم كويس بس استغربت جدا المرة دي انهم بيحطوا عليه قطع طماطم وخيار وبقدونس .. ضيعوا طعم الكشري
Zooba,khalid K***,11 March 2022,Amazing,شكرا
Zooba,Mahmoud N***,11 March 2022,Good,السندوتشات غالية علي الفاضي، الفول جوة الساندوتش كمية زيادة و دا بيخلي الفول يطلع من الساندويتش، كل مرة اطلب بطاطس بدون سلطة برضه بتيجي بسلطة، و البطاطس كانت محروقة ، عشان تحافظ علي مستوي جورميه في اكل شعبي ، ابسط حاجة نفذ الطلبات صح و حافظ علي المستوي !
Zooba,Hisham N***,28 February 2022,Good,أنا زبون شبه دائم للمطعم واليوم أكلت أسوأ فلافل في حياتي.. وصلت بارده وطريه ومفيش عليها ملح وكمان ناقصه تسويه يعني شبه عجينه.. وحرصا مني علي المكان اتصلت بهم وابلغتهم بالشكوي و اعتذروا لكن لم يفعلوا أي شئ ولا عادوا للاتصال بي لتعويضي عن هذا المقلب. كنت أتوقع رد فعل أفضل من هذا لإنه مش مطعم رخيص
Zooba,Adem M***,24 February 2022,OK,حصل تغير في نوع سلاطة بدون رجوع لي
Zooba,Nahla Hisham Monib ***,23 February 2022,OK,للأسف الاكل كان مش نضيف و كمان مش اللي طلبينو
Zooba,محمود ح***,17 February 2022,OK,بجد بشع الطعميه نيه مش مستويه والاكل جي بارد شئ لا يأكل
Zooba,Mohamed I***,08 January 2022,Very good,غيروا طريقة السندوتشات و بقوا بيعملوا عيش كبير اوي و نصه فاضي
Zooba,Dina F***,24 December 2021,Amazing,ممتاز
Zooba,Hossam E***,22 December 2021,OK,الاوردر اخد ساعة و نص (فول و طعمية) و الاكل وصل بارد. ١٥ جنيه توصيل لو بعتين اوبر مش هايتكلف كده.
Zooba,Osama T***,18 December 2021,OK,المطعم سئ جدا واوردرات كثيرة يتم تجاهلها في الطلب ، والسندويتشات غير مخدومة اطلاقا ، والاسعار غالية جدا ... طلبت طلب اضافي جرجير ب ٧،٥ ج ووصلني عودين فقط بالعدد وفوق طلب الفول وليس في طبق خاص ، يعني ٢ عود جرجير ب سبعة جنيهات ونصف ... تجربة سيئة ولا انصح بتكرارها مرة اخري .
Zooba,حنان ح***,30 November 2021,Amazing,شوربة العدس رااااائعة
Zooba,Noor A***,23 November 2021,Good,الدليڤري سلم الاوردر للجيران ومفكرش يتصل يتأكد الناس ال بيسلملهم الاوردر دول صح ولا لا
Zooba,وليد ط***,04 September 2021,OK,طعم الفول سئ جداً جداً
Zooba,Dr Yara E***,03 September 2021,OK,لغوا الاوردر من غير ما يبلغوا ةمنتظرة بقالي كتير جدا اهمال
Zooba,Yehia N***,26 August 2021,OK,مطعم سئ و اخر مرة اتعامل معاهم
Caribou,محمد ا***,01 December 2023,OK,عدم وصول العرض واحد والثاني محانا
Caribou,Dina H***,06 August 2023,OK,القهوه نصها واقع في الكيس و سايح ومبهدل
Caribou,Esraa G***,08 May 2023,Good,مطلوب مشروب عليه ويبينج كريم و مدفوع تمنه .. وصل منغير ويبينج كريم
Caribou,صافي ا***,26 March 2023,OK,أسوء رد فيلفت جربتو في حياتي 🥺🥺🥺
Caribou,واحد و***,22 January 2023,OK,لم يصل الطلب
Grand Kunafa Ala El Fahm,Mohamed E***,03 September 2023,OK,بدون عسل
Grand Kunafa Ala El Fahm,Rayan D***,31 July 2023,OK,عم تتبع اللوكيشن وتعامل الموظف
Grand Kunafa Ala El Fahm,Tarek Z***,26 July 2023,OK,الاكل وصل في حالة سيئة جدا
Grand Kunafa Ala El Fahm,مازن ص***,04 July 2023,Good,طلب فلوس زياده فوق فلوس الدليفيري
Grand Kunafa Ala El Fahm,Yara S***,20 May 2023,OK,محل مفروض أنه نضيف صاحب المحل مكلم طلبات عشان عاوز 5 ج زياده علي التوصيل مش عاجبه 35ج توصيل عاوز 40 منتهي الجشع والطمع ضعف التوصيل ال بتاخده اكبر محلات الحلويات بس قلت تغيير معلش محدش بيتعلم ببلاش ونتخيل واحد بيتكلم في 5 هستخدم خامات نضيفه في الاكل طبعا لا مستحيل الحلويات طعمها استغفر الله العظيم ياريتها حتي عدله واخر مره اجيب من المكان المعفن ده
Grand Kunafa Ala El Fahm,Rawya B***,04 April 2023,Good,الكنافة كويسة بس مش زي فرع مصر الجديدة بس البسبوسة كلها بتغز كأنها مصنوعة بالتراب 😞 ما قدرت اكلها
Grand Kunafa Ala El Fahm,Yara S***,27 March 2023,OK,اسوء كنافه لرمضان اكلها في حياتي الطعم وحش جدا والكميه قليله جدااا بجد نصيحه محدش يجيب منهم الاطباق الصغيره بتاعه رمضان لان مش بس طعم وحش وكميه قليله لا في استخسار حتي في الصوص ال حطينه هي بشعه واخر مره اجيب منهم
Grand Kunafa Ala El Fahm,Lamia Q***,24 March 2023,OK,طلبت بوله كنافه بالنوتيلا جالي صنيه كنافه سيئه ومش عليها شربات وناشفه جدا واتأخرو ساعتين عن معادهم
Grand Kunafa Ala El Fahm,First Name L***,19 January 2023,Very good,اولا : المفروض يوصل الطلب ٩:٢١ تقريبا وصل بعدها بساعة او أكثر ثانيا رنة وقفل محبهاش فعيب الحركات دي
Grand Kunafa Ala El Fahm,Sherif O***,27 November 2022,Amazing,تمام
Grand Kunafa Ala El Fahm,Abeer A***,20 November 2022,Good,كنافه وحشه جدا
Grand Kunafa Ala El Fahm,Sherif O***,09 October 2022,Amazing,تمام
Grand Kunafa Ala El Fahm,Sherif O***,09 October 2022,Amazing,تمام
Grand Kunafa Ala El Fahm,Sherif O***,09 October 2022,Amazing,تمام
Grand Kunafa Ala El Fahm,Heba S***,27 May 2022,OK,الاوردر موصلش اصلا و الدليفري مش عارف اي حاجه
Grand Kunafa Ala El Fahm,Khaled J***,27 April 2022,OK,طعم سيئ جدا وتاخير رهيب
Grand Kunafa Ala El Fahm,د احمد ق***,19 April 2022,Very good,حلوه وعاديه
Grand Kunafa Ala El Fahm,Nancy T***,14 April 2022,OK,مطعم مش بيحترم الناس بعد ٤ ساعات الطلب مجاش
Grand Kunafa Ala El Fahm,Raafat K***,08 April 2022,Very good,تاخرت كثيرا
Grand Kunafa Ala El Fahm,Safaa A***,06 April 2022,Amazing,ربنا يوفقكم
Grand Kunafa Ala El Fahm,Amira K***,03 April 2022,Amazing,ممتاز
Grand Kunafa Ala El Fahm,Osama A***,03 April 2022,OK,تاخير بشكل كبير وعدم وجود رقم للتواصل مع الفرع او الدليفري
Grand Kunafa Ala El Fahm,Jamila H***,30 March 2022,OK,الجبنة اللى فى الكنافة كانت بايظة
Grand Kunafa Ala El Fahm,Nada Mohammed ***,27 March 2022,Amazing,شكرا
Grand Kunafa Ala El Fahm,Amira K***,07 March 2022,Amazing,ممتاز
Grand Kunafa Ala El Fahm,Gilan E***,02 March 2022,Amazing,جيد جدا
Grand Kunafa Ala El Fahm,Toka o***,27 February 2022,Good,الكنافه كنت فوق بعض و برده بس حاجه الوحيده اللي كنت حلوه ان كنافه كنت طعمه حلو جدا بس اطلب اوردر من 6:30 لحد 8 كتير اوي كنت روحت جبتها و جيت احسن
Grand Kunafa Ala El Fahm,Omar T***,14 February 2022,OK,جودة الجبنة مش زي متوقعت و جودة الكنافة سيئه جدا حاجة تجيب حموضة
Grand Kunafa Ala El Fahm,Maged A***,04 February 2022,OK,غير أن جه بعد اكتر من ساعتين كمان ابشع بلح الشام و كنافه كلتهم في حياتي
Grand Kunafa Ala El Fahm,Mohamed A***,18 January 2022,Amazing,شكرا لكم
Grand Kunafa Ala El Fahm,Walid Y***,17 January 2022,Amazing,تم
Grand Kunafa Ala El Fahm,Walid Y***,09 January 2022,Amazing,كله زي الفل
Grand Kunafa Ala El Fahm,Ayah A***,16 December 2021,Amazing,حلو
Grand Kunafa Ala El Fahm,Marwa H***,14 December 2021,OK,الجبنه مش حلوه زي كل مره
Grand Kunafa Ala El Fahm,Mai I***,07 December 2021,OK,الكنافة مش طازة و تقيلة جدا ومسكرة زيادة غرقانة زيت و شربات
Grand Kunafa Ala El Fahm,Ahmed H***,05 December 2021,OK,انا بصراحه اول مره اجرب من المكان و طلبت كنافه بالنوتيلا و لسه بأكل لقيت ذبابه جوه الكنافه. not recommended
Grand Kunafa Ala El Fahm,Heba H***,21 November 2021,OK,بجد الاوردر اتاخر حدا والكنافه جايه بارده وصوابع زينب مجلده واخر مره اتعامل معاكم
Grand Kunafa Ala El Fahm,Rogee R***,20 November 2021,Very good,الطلب اتاخر اوي
Grand Kunafa Ala El Fahm,Engy Haroun E***,30 October 2021,Good,استلام اوردر خاطئ ولم نعلم إلا بعد وصولنا عند الضيوف
Grand Kunafa Ala El Fahm,Mohamed H***,15 October 2021,Amazing,رهيبه ولذيذه جدا
Zaatar W Zeit,mostafa E***,03 February 2024,OK,أنا ومراتى جالنا تسموم
Ono Sushi,Sara S***,26 January 2024,OK,اللوردر أغلبه غلط و ناقص منه كتير و كان متلج حرفيا و انا دافعه ٦٠٠ جنيه مثلا فأكل ميتاكلش، محدش يطلب
Ono Sushi,عمرو ج***,17 December 2023,Amazing,كان مميز و دافئ و ظرف جداً جزاك الله خيرا
Ono Sushi,محمد س***,09 September 2023,Amazing,تمام
Ono Sushi,Fatima M***,16 March 2023,Good,للأمانة الأكل تحفة بس الدليفري منة لله و الله ، واضح جدا إن عندة مشكلة في مخة غير انة تأخر جدا جايب الاوردر في شنطة مقطوعة تماما و منتهي الاستهبال و النطاعة
Costa Coffee,ممدوح ع***,05 December 2023,OK,تم تسليمي الطلب بعد 40 دقيقة من استلامه من المطعم ولذلك وصل الشاي بارد والساندويتش بارد
Magdi Yacoub Heart Foundation,احمد ث***,25 June 2023,Amazing,جزاك الله خيرا وبارك الله فيكم
Magdi Yacoub Heart Foundation,Ryan O***,06 May 2023,Amazing,اتمنى ان المبلغ يوصل كاملا . انا الحقيقة معرفش . شكرا
Coffee Lab,nashwa e***,03 February 2024,Amazing,بيسجل المكالمه ! متضرر لعدم وجود أسانسير ..القهوه كلها مقلوبه خصوصآ الإسبريسوا😒وفي صور
Ovio,Yasmeen B***,15 May 2023,Amazing,كانت البيتزا حلوة اوى
